Name	Location
CD6	11q12.2
HIST1H4L	6p22.1
WDR60	7q36.3
LINC00571	13q13.3
TRPC4	13q13.3
MIR299	14q32.31
C6orf170	6q22.31
HTR2A	13q14.2
SRL	16p13.3
PABPC5	Xq21.31
C17orf28	17q25.1
TBC1D13	9q34.11
CLDN11	3q26.2
LOC399815	10q26.13
MIR181A2HG	9q33.3
CPAMD8	19p13.11
PTPRT	20q12-q13.11
CBY1	22q13.1
MIER3	5q11.2
TRIM43	2q11.1
TUSC2	3p21.31
LOC152742	4p15.33
GPR143	Xp22.2
LRRC23	12p13.31
GRM7	3p26.1
B3GNT2	2p15
AKAP4	Xp11.22
SNORD115-23	15q11.2
SPPL2C	17q21.31
LINC00338	17q25.2
SNORA45	11p15.4
ALS2CR8	2q33.2
LOC100506795	1q42.2
FARP1	13q32.2
GAGE7	Xp11.4-p11.2
LOC100144595	2q24.1
CYP27C1	2q14.3
SEBOX	17q11.2
FAM70B	13q34
ATP5B	12q13.3
METTL21A	2q33.3
OR10A2	11p15.4
SCARNA6	2q37.1
LOC158696	
RGS19	20q13.33
CXorf68	Xq28
GGT7	20q11.22
MIR96	7q32.2
C22orf25	22q11.21
LOC100505875	4q21.21
HIC2	22q11.21
HIAT1	1p21.2
CUL5	11q22.3
MGST2	4q31.1
SCAF1	19q13.33
TSPAN17	5q35.2
RNASE3	14q11.2
HDC	15q21.2
LRTOMT	11q13.4
APIP	11p13
MUC13	3q21.2
GPR142	17q25.1
NOXA1	9q34.3
SETD7	4q31.1
SRRM2-AS1	16p13.3
C9orf171	9q34.13
MIR4261	2p25.1
TOLLIP	11p15.5
TBX2	17q23.2
NUDT12	5q21.2
ASB8	12q13.11
DLX6	7q21.3
KRTCAP2	1q22
MAP4K1	19q13.2
LAIR1	19q13.42
STRN3	14q12
LRRC37BP1	17q11.2
ARPC5	1q25.3
BCL2L12	19q13.33
ARL5A	2q23.3
PHACTR4	1p35.3
CHRNA7	15q13.3
TUFM	16p11.2
PACS1	11q13.1-q13.2
NUP88	17p13.2
PHEX	Xp22.11
RAB11A	15q22.31
C14orf39	14q23.1
PAQR7	1p36.11
KRT76	12q13.13
ATP6V1C1	8q22.3
ZBTB7C	18q21.1
STAT5B	17q21.2
OR8G2	11q24.2
PLA1A	3q13.33
ERCC6L2	9q22.32
FAM193A	4p16.3
EXOC8	1q42.2
PLK3	1p34.1
MTHFD1L	6q25.1
C19orf80	19p13.2
FAM13B	5q31.2
RUSC1-AS1	1q22
ABCB10	1q42.13
RNF224	9q34.3
KRTAP19-3	21q22.11
PTPN11	12q24.13
SMTN	22q12.2
MRPL49	11q13.1
HSD17B10	Xp11.22
UHRF1	19p13.3
KHDC1L	6q13
CHRD	3q27.1
SNORD18A	15q22.31
RNF115	1q21.1
LOC728323	2q37.3
C12orf10	12q13.13
MIR548I2	4p16.1
SLC20A1	2q14.1
PPP3R2	9q31.1
SKAP2	7p15.2
C22orf26	22q13.31
NDUFAF6	8q22.1
BIN1	2q14.3
SEC14L5	16p13.3
RPRM	2q23.3
RIBC2	22q13.31
ENC1	5q13.3
TMPRSS2	21q22.3
SLC5A12	11p14.2
LOC727982	2p25.2
MED27	9q34.13
LINC00568	1q21.2
DUSP3	17q21.31
GUCA1B	6p21.1
ECI2	6p25.2
CAPRIN2	12p11.21
IL36G	2q14.1
OR2H2	6p22.1
TRIM10	6p22.1
SNORD116-24	15q11.2
QRICH2	17q25.1
MON1B	16q23.1
ZNF223	19q13.31
INTU	4q28.1
AKAP14	Xq24
LPPR4	1p21.3-p21.2
LOC494558	9q21.12
ABHD14A-ACY1	3p21.2
EMP2	16p13.13
MIR1236	6p21.33
CSRNP3	2q24.3
SLC35A5	3q13.2
SLC6A17	1p13.3
LOC90784	
WNT7A	3p25.1
SF3A3	1p34.3
COG3	13q14.13
MIR5011	18q22.1
YIPF7	4p12
FLJ34208	3q29
CHAT	10q11.23
PRAMEF21	1p36.21
CKAP2L	2q14.1
SGPP1	14q23.2
MIR3119-1	1q24.2
RBM26-AS1	13q31.1
STK16	2q35
PITPNB	22q12.1
ZNF749	19q13.43
TMX4	20p12.3
SYS1	20q13.12
ZNF496	1q44
PTPRR	12q15
SCUBE3	6p21.31
ARHGAP10	4q31.23
C1orf140	1q41
BRE	2p23.2
CDK5RAP2	9q33.2
SPCS3	4q34.2
TPM2	9p13.3
FAM9A	Xp22.31
HLA-L	6p22.1
KRT5	12q13.13
CLDN9	16p13.3
KCNJ14	19q13.33
MED4-AS1	13q14.2
IFI27L2	14q32.12
EGFEM1P	3q26.2
RGL1	1q25.3
RPA4	Xq21.33
GSTO2	10q25.1
MYO6	6q14.1
OR4K15	14q11.2
SERPINB6	6p25.2
MIR126	9q34.3
PCDHGB6	5q31.3
SENP7	3q12.3
RAD54B	8q22.1
GTF2IRD2P1	7q11.23
FAM24B-CUZD1	10q26.13
SNORD115-17	15q11.2
FAM159B	5q12.3
TMBIM6	12q13.12
HLA-DOB	6p21.32
ZNF594	17p13.2
RPL26L1	5q35.1
CYHR1	8q24.3
EFCAB5	17q11.2
FAM72A	1q32.1
NUPR1L	7p11.2
PLCB4	20p12.3-p12.2
NDUFS1	2q33.3
EVI5L	19p13.2
TAF5	10q24.33
SORBS3	8p21.3
ZNF625	19p13.2
MID2	Xq22.3
FAM60A	12p11.21
MIR518C	19q13.42
NTN1	17p13.1
CALHM3	10q24.33
CDK11A	1p36.33
MIR135B	1q32.1
FAM83G	17p11.2
MIR4424	1q25.2
MIR143	5q32
DDA1	19p13.11
KAT2B	3p24.3
MIR106B	7q22.1
SEZ6L2	16p11.2
YTHDC1	4q13.2
MGAT5B	17q25.2
STK39	2q24.3
C17orf74	17p13.1
KCNN3	1q21.3
LOC154761	7q35
LOC340508	9q22.33
TBC1D4	13q22.2
FAM181A	14q32.12
SLC25A19	17q25.1
KITLG	12q21.32
AGXT	2q37.3
ETV2	19q13.12
OR1G1	17p13.3
LCN12	9q34.3
RBMY2EP	Yq11.223
RHOT1	17q11.2
OR52I2	11p15.4
TMEM173	5q31.2
RAPGEF5	7p15.3
BDH2	4q24
FUNDC1	Xp11.3
MIR548AN	Xq22.3
TREML5P	6p21.1
SNORD115-7	15q11.2
ZRANB1	10q26.13
DSN1	20q11.23
MANSC4	12p11.22
MIR4744	18q21.1
PPEF1	Xp22.13
AMH	19p13.3
TMEFF2	2q32.3
PVRIG	7q22.1
THAP7	22q11.21
POU3F1	1p34.3
ZFP64	20q13.2
ETV4	17q21.31
TMEM156	4p14
PIK3R6	17p13.1
GNG10	9q31.3
CREB5	7p15.1-p14.3
AMHR2	12q13.13
MSN	Xq12
MIR4635	5p15.33
SERPINE3	13q14.3
MIR4763	22q13.31
RANBP9	6p23
RBMS1	2q24.2
ATAD2B	2p24.1-p23.3
CASP12	11q22.3
GRWD1	19q13.33
IFRD2	3p21.31
CYP4A22	1p33
ZMIZ1	10q22.3
SNHG8	4q26
ANO9	11p15.5
NOX4	11q14.3
VSTM5	11q21
MIR1323	19q13.42
MIR1270-2	19p12
C1QTNF3-AMACR	5p13.2
CHRFAM7A	15q13.2
RFC3	13q13.2
SKIV2L	6p21.33
GIMAP1-GIMAP5	7q36.1
HABP4	9q22.32
ADAR	1q21.3
DPRXP4	17q11.2
CFTR	7q31.2
BCAS4	20q13.13
EEA1	12q22
C15orf54	15q14
FCGR2A	1q23.3
C5orf4	5q33.2
ZFYVE28	4p16.3
KIAA1875	8q24.3
ZNF442	19p13.2
LSM10	1p34.3
ATPBD4-AS1	15q14
LOC441025	4q21.1
ERAS	Xp11.23
MIR4679-1	10q23.31
PAPL	19q13.2
LINC00673	17q24.3
LOC100287015	8p23.1
MGC12916	17p12
SGCA	17q21.33
GINS4	8p11.21
FAM222A-AS1	12q24.11
CAPZB	1p36.13
SLC48A1	12q13.11
IFNA16	9p21.3
LYPD3	19q13.31
GFRA4	20p13
HNRPLL	2p22.1
PPP4R1L	20q13.32
NOMO3	16p13.11
APH1A	1q21.2
OR2A7	7q35
DLL1	6q27
FGF19	11q13.3
EIF4H	7q11.23
CLCA1	1p22.3
LOC100506172	16q22.3
ISCA1	9q21.33
PF4	4q13.3
C1orf126	1p36.21
LOC440288	15q24.1
PPFIA3	19q13.33
STOML2	9p13.3
C22orf34	22q13.33
ABCB9	12q24.31
HSDL1	16q24.1
PCDHA10	5q31.3
TET1	10q21.3
POLRMT	19p13.3
PPP1R27	17q25.3
TPRX1	19q13.33
TMTC4	13q32.3
FLJ43879	2q37.3
SCAMP3	1q22
UBFD1	16p12.2
DLX4	17q21.33
CNGB3	8q21.3
PPIL2	22q11.21-q11.22
AMIGO1	1p13.3
MKS1	17q22
MIR3925	6p21.2
TDRD5	1q25.2
LOC100652770	18q12.1
KIAA0895L	16q22.1
PYGO1	15q21.3
DNAH1	3p21.1
LINC00305	18q22.1
GOLGA6L9	15q25.2
SOCS5	2p21
ZNF879	5q35.3
FAM188A	10p13
LOC157381	8q24.13
C3orf80	3q25.33
H2AFJ	12p12.3
PGM2	4p14
LOC100130452	2q33.1
MYL6	12q13.2
B4GALT2	1p34.1
ACAN	15q26.1
SLC26A8	6p21.31
ADH1C	4q23
MIR483	11p15.5
ZNF688	16p11.2
STON2	14q31.1
MIR193A	17q11.2
ASB10	7q36.1
TSHZ2	20q13.2
RNF20	9q31.1
LMAN2	5q35.3
CLDND1	3q11.2
FGD2	6p21.2
CDAN1	15q15.2
ISL1	5q11.1
BBS10	12q21.2
NANOG	12p13.31
AFAP1L2	10q25.3
SH2B3	12q24.12
OR7E14P	11p15.1
CHERP	19p13.11
WIPI2	7p22.1
ZNF717	3p12.3
OSMR	5p13.1
ZP4	1q43
ALS2	2q33.1
GALNT6	12q13.13
MIR3945	4q35.1
RBPJ	4p15.2
ZNF663	20q13.12
DLG3	Xq13.1
CLEC12A	12p13.31
LOC100506655	16p12.1
GPA33	1q24.1
CC2D2A	4p15.32
MIR1253	17p13.3
KDM5C	Xp11.22
SNORD115-16	15q11.2
SLC25A40	7q21.12
BMPR2	2q33.1-q33.2
LOC100505622	19q13.2
KCP	7q32.1
DKFZP434I0714	4q31.3
CCDC111	4q35.1
GDE1	16p12.3
IL11	19q13.42
PDXK	21q22.3
MIR20B	Xq26.2
KLRK1	12p13.2
WDR24	16p13.3
HBP1	7q22.3
GLIS3-AS1	9p24.2
MTERFD2	2q37.3
FTSJD1	16q22.2
HSDL2	9q32
ERCC3	2q14.3
CYC1	8q24.3
SNORD84	6p21.33
NOXO1	16p13.3
RASSF1	3p21.31
MATN3	2p24.1
CHADL	22q13.2
ELFN2	22q13.1
ARHGEF9	Xq11.1
SDCBP2	20p13
SNORA48	17p13.1
RPL3L	16p13.3
MIP	12q13.3
CCDC132	7q21.2-q21.3
C9orf170	9q21.33
MIR34C	11q23.1
RYK	3q22.2
ARFGEF2	20q13.13
FREM2	13q13.3
RAD9B	12q24.11
SLC12A6	15q14
MICB	6p21.33
LUZP2	11p14.3
PAX9	14q13.3
ZCRB1	12q12
PILRB	7q22.1
ZFP82	19q13.12
ARL15	5q11.2
TSR3	16p13.3
SNAR-A2	19q13.33
MIR3065	17q25.3
FBXO44	1p36.22
MIR4671	1q42.2
ELP3	8p21.1
TMSB4Y	Yq11.221
CPSF6	12q15
CAPN8	1q41
ZDHHC4	7p22.1
OR2W5	1q44
PGF	14q24.3
TNFSF11	13q14.11
RAB40AL	Xq22.1
LMTK3	19q13.33
DCBLD1	6q22.1
C1orf43	1q21.3
PDILT	16p12.3
P2RX2	12q24.33
RBM46	4q32.1
ZCCHC9	5q14.1
ADPRHL1	13q34
ZNF239	10q11.21
FAM216A	12q24.11
SP7	12q13.13
H1FOO	3q22.1
IKZF1	7p12.2
FAM3A	Xq28
CST7	20p11.21
TSC22D3	Xq22.3
GNB3	12p13.31
PARPBP	12q23.2
RHOXF1	Xq24
STARD9	15q15.2
MIR548Z	12q14.2
ITGB1	10p11.22
UBXN2A	2p23.3
SOCS7	17q12
COA5	2q11.2
NXF4	Xq22.1
COX5A	15q24.2
PTPN2	18p11.21
SEMG1	20q13.12
MIR655	14q32.31
GRIK1-AS1	21q21.3
SLC14A1	18q12.3
PLN	6q22.31
SRFBP1	5q23.1
MED31	17p13.1
CERK	22q13.31
NSMAF	8q12.1
COL9A3	20q13.33
SNHG3	1p35.3
C1orf194	1p13.3
SUSD5	3p22.3
HIP1R	12q24.31
CD28	2q33.2
CST9	20p11.21
IL17C	16q24.2
LOC100507564	1p32.3
CBR1	21q22.12
NOP14	4p16.3
ANO2	12p13.31
HS2ST1	1p22.3
TTC25	17q21.2
B3GNT4	12q24.31
RPP40	6p25.1
CACNA1C-AS4	12p13.33
FZD6	8q22.3
C18orf56	18p11.32
ANKMY1	2q37.3
WLS	1p31.3
SNORA47	5q13.3
RALGAPA2	20p11.23
OR8S1	12q13.11
CADM2	3p12.1
ST6GALNAC1	17q25.1
IRAK1BP1	6q14.1
NCRUPAR	5q13.3
MAP9	4q32.1
INVS	9q31.1
FAM169B	15q26.3
MCCC2	5q13.2
ERVV-1	19q13.41
C3orf71	3p21.31
RAB5B	12q13.2
C20orf85	20q13.32
C5orf30	5q21.1
SAP30L	5q33.2
MLL	11q23.3
AATK-AS1	17q25.3
ZNF354C	5q35.3
PPT1	1p34.2
RAET1G	6q25.1
MIR205	1q32.2
NLRP3	1q44
CCR10	17q21.2
TOR1AIP1	1q25.2
RANBP10	
MIR5693	13q14.3
EPS8L2	11p15.5
GP2	16p12.3
DEFA1	8p23.1
TRABD2B	1p33
COPZ2	17q21.32
EPDR1	7p14.1
DNAH7	2q32.3
SNORD36B	9q34.2
SLC4A7	3p24.1
PFN2	3q25.1
SHMT2	12q13.3
NGRN	15q26.1
SERINC4	15q15.3
IL18	11q23.1
ERH	14q24.1
PPP1CB	2p23.2
TMEM140	7q33
DIRAS3	1p31.3
TTI1	20q11.23
ATOH8	2p11.2
C17orf66	17q12
LINC00617	14q32.2
ENDOD1	11q21
EIF4E1B	5q35.2
TADA3	3p25.3
SLC47A1	17p11.2
ADCK1	14q24.3
RAB24	5q35.3
MIR520C	19q13.42
MIR4484	10q26.2
TTBK1	6p21.1
HSP90AA6P	4q33
PPP1CC	12q24.11
TAX1BP3	17p13.2
FKBP4	12p13.33
MPDZ	9p23
GLRA4	Xq22.2
ABCF2	7q36.1
ABCD1	Xq28
GAS1	9q21.33
TRAK2	2q33.1
FGF1	5q31.3
KCNJ16	17q24.3
SEC14L3	22q12.2
OR1S2	11q12.1
ESAM	11q24.2
WDFY2	13q14.3
GAPT	5q11.2
MMP21	10q26.2
SFRP4	7p14.1
ADIPOR2	12p13.33
CLIC1	6p21.33
OR4S1	11p11.2
MEIS1-AS3	2p14
WNT16	7q31.31
ZNF627	19p13.2
MIR4252	1p36.31
LINC00330	13q14.12
ATP8B3	19p13.3
MKRN2	3p25.2
POT1	7q31.33
MIR4793	3p21.31
SEL1L2	20p12.1
ADRBK1	11q13.2
LINC00240	6p22.2
APEH	3p21.31
ELF2	4q31.1
LINC00261	20p11.21
ASAH2	10q11.23
OXSR1	3p22.2
HMGB4	1p35.1
GRSF1	4q13.3
ESM1	5q11.2
FAM167B	1p35.2
MRPL27	17q21.33
MSMB	10q11.22
DEFA10P	8p23.1
SPACA5	Xp11.23
LINC00210	1q41
CPA1	7q32.2
PSMC1	14q32.11
CCNH	5q14.3
SFR1	10q25.1
P2RX4	12q24.31
MIR515-1	19q13.42
RUNDC3A	17q21.31
SPG11	15q21.1
PIAS2	18q21.1
NPIP	16p11.2
MNAT1	14q23.1
C3orf19	3p25.1
GZMA	5q11.2
PTGES3L	17q21.31
C5orf43	5q12.1
MIA2	14q21.1
RALY	20q11.22
TSC22D1	13q14.11
HOXB4	17q21.32
SNAPIN	1q21.3
FGD1	Xp11.22
OPHN1	Xq12
NPTXR	22q13.1
PEX12	17q12
HMGA1	6p21.31
GOLGA6L1	15q11.2
RIMS4	20q13.12
HBE1	11p15.4
RAB8B	15q22.2
SCAF4	21q22.11
SGK110	19q13.42
ORC1	1p32.3
PIGX	3q29
BFAR	16p13.12
CRAT	9q34.11
CUL7	6p21.1
KANK3	19p13.2
DGAT2L6	Xq13.1
XRN2	20p11.22
RAI2	Xp22.13
CDK5R1	17q11.2
BAG4	8p11.23
SLCO1C1	12p12.2
SEC62	3q26.2
KCNJ1	11q24.3
POLR2L	11p15.5
CCDC158	4q21.1
SMARCB1	22q11.23; 22q11
PSD4	2q14.1
SHOC2	10q25.2
SALL2	14q11.2
NIPSNAP1	22q12.2
PPP1R13L	19q13.32
CETP	16q13
PCDHA9	5q31.3
YIPF4	2p22.3
FAM89B	11q13.1
LHX8	1p31.1
MIR5003	5q35.1
BAG6	6p21.33
ELAVL1	19p13.2
LOC100506305	11p15.3
TAC1	7q21.3
P2RY6	11q13.4
C14orf1	14q24.3
GTPBP8	3q13.2
MSH4	1p31.1
MIR4451	4q21.23
ZNF835	19q13.43
NUP210P1	3q21.3
WBP2	17q25.1
MAP2	2q34
CCDC19	1q23.2
DACT3-AS1	19q13.32
PCDP1	2q14.2
GNAI2	3p21.31
MEIS1	2p14
DPEP2	16q22.1
CCDC30	1p34.2
COL6A1	21q22.3
STARD3	17q12
PPP1R15B	1q32.1
CYBASC3	11q12.2
SLC6A3	5p15.33
BAG3	10q26.11
PSPC1	13q12.11
SMTNL1	11q12.1
TMED3	15q25.1
LOXL1	15q24.1
FZD2	17q21.31
GLYATL1	11q12.1
FAAH	1p33
CILP2	19p13.11
ABCA10	17q24.3
WNK3	Xp11.22
ANXA2P1	4q31.3
FSTL1	3q13.33
AFF1	4q21.3-q22.1
COCH	14q12
CLEC9A	12p13.2
FLJ40288	7q32.3
DOCK9	13q32.3
MRPL38	17q25.1
IL6	7p15.3
TXNDC12	1p32.3
LOC284648	1q25.3
RAB17	2q37.3
CSPG5	3p21.31
UNC80	2q34
MIR3973	11p13
TUBGCP3	13q34
ZNF155	19q13.31
YKT6	7p13
PRSS54	16q21
SDF2	17q11.2
SH3GL1	19p13.3
CCDC149	4p15.2
SLC22A13	3p22.2
FANCB	Xp22.2
ACSL1	4q35.1
AIDA	1q41
NOL8	9q22.31
CACNA1G-AS1	17q21.33
SARM1	17q11.2
SYP	Xp11.23
TCN2	22q12.2
ZC3H18	16q24.2
COL4A6	Xq22.3
CLEC4GP1	19p13.2
SUCLA2	13q14.2
NOTCH1	9q34.3
SETD6	16q21
PHF11	13q14.2
COX6B2	19q13.42
SORD	15q21.1
PDZD8	10q25.3-q26.11
LYZL2	10p11.23
OR2T1	1q44
SLC25A11	17p13.2
SNAR-C1	19q13.33
TGM6	20p13
LBX2	2p13.1
DTX2P1-UPK3BP1-PMS2P11	7q11.23
SLC23A2	20p13
PIGW	17q12
POTEB	15q11.2
VPS35	16q11.2
SOD1	21q22.11
CLIP1	12q24.31
TRPC1	3q23
MIR5698	1q21.3
FAM83B	6p12.1
GLOD4	17p13.3
CCNJL	5q33.3
SNHG1	11q12.3
CDK10	16q24.3
INSIG1	7q36.3
RHAG	6p12.3
PDHB	3p14.3
PCLO	7q21.11
OR3A4P	17p13.3
SEPT7P2	7p12.3
SCG3	15q21.2
RDBP	6p21.33
TAAR2	6q23.2
CCDC85A	2p16.1
NKX3-2	4p15.33
TIGD6	5q32
TATDN1	8q24.13
RAMP2	17q21.2
C14orf45	14q24.3
MTNR1B	11q14.3
MORC4	Xq22.3
MIR211	15q13.3
UROS	10q26.2
KIAA1467	12p13.1
ROCK1	18q11.1
COX6A1	12q24.31; 12q24.2
LRRC34	3q26.2
CYBB	Xp21.1-p11.4
CPS1-IT1	2q34
FAM100B	17q25.1
LINC00111	21q22.3
PAFAH1B3	19q13.2
E2F4	16q22.1
CCNA2	4q27
OR5AP2	11q12.1
DEFB113	6p12.3
CIB4	2p23.3
TMEM216	11q12.2
OR10A7	12q13.2
PPP1R3E	14q11.2
NUDCD3	7p13
LOC442132	5p15.31
MIR5088	19q13.33
HAUS5	19q13.12
NBPF9	1q21.2
CAPNS2	16q12.2
MIR518B	19q13.42
TRAF5	1q32.3
CASC1	12p12.1
HIST2H3D	1q21.2
OR5R1	11q12.1
CFHR3	1q31.3
CNTN4	3p26.3-p26.2
TGIF1	18p11.31
FBXO28	1q42.11
MOB2	11p15.5
RPL27	17q21.31
EFHC2	Xp11.3
SEC1P	19q13.33
MIR4669	9q34.2
DLX5	7q21.3
HIRIP3	16p11.2
PLP1	Xq22.2
CSTF3	11p13
CCDC78	16p13.3
SLFN12L	17q12
RNASE1	14q11.2
MGC45800	4q34.3
MAP3K5	6q23.3
KRT4	12q13.13
TMX2	11q12.1
PCDH17	13q21.1
MIR1286	22q11.21
SNORD104	17q23.3
LOC100506384	20q13.32
LOC284801	20p11.1
ZNF32	10q11.21
MRPL23-AS1	11p15.5
RBM42	19q13.12
SNORD114-8	14q32.31
DNAJC30	7q11.23
RNU4ATAC	2q14.2
IGF2-AS	11p15.5
F13B	1q31.3
CDH24	14q11.2
SPATA4	4q34.2
MIR4696	11q13.4
MTRNR2L8	11p15.4
CTSH	15q25.1
HJURP	2q37.1
PAAF1	11q13.4
EEF1G	11q12.3
BLOC1S5	6p24.3
LYZ	12q15
CPNE7	16q24.3
LOC286370	9q22.2
MIR4536-1	Xp11.21
PNPLA8	7q31.1
WBSCR17	7q11.22
LRRC8C	1p22.2
PSD2	5q31.2
TAS2R42	12p13.2
ZNF701	19q13.41
DYNC2H1	11q22.3
RNASE9	14q11.2
NISCH	3p21.1
KRTAP4-7	17q21.2
DOCK2	5q35.1
METTL20	12p11.21
SLC25A34	1p36.21
BATF3	1q32.3
LOC285847	6p21.31
SFRP5	10q24.2
TRMT10B	9p13.2
FAM35A	10q23.2
LOC643650	10q11.22
DEFB131	4p16.1
SNORD113-9	14q32.31
LOC285819	6p22.2
ZNRF1	16q23.1
PSMG3	7p22.3
OXNAD1	3p25.1-p24.3
LOC100508120	6p25.3-p25.2
SLC5A4	22q12.3
ZC3H11A	1q32.1
ADRBK2	22q12.1
TGIF2LY	Yp11.2
UBXN7	3q29
C19orf44	19p13.11
SGK1	6q23.2
ITGA3	17q21.33
LOC282997	10q25.2
SOCS1	16p13.13
MIR1470	19p13.12
GART	21q22.11
NLRP9	19q13.42
POLA1	Xp22.11-p21.3
KIAA1239	4p14
ZNF525	19q13.42
C5orf46	5q32
ZCCHC17	1p35.2
GPR64	Xp22.13
GAS5-AS1	1q25.1
UCA1	19p13.12
TBATA	10q22.1
ONECUT2	18q21.31
UIMC1	5q35.2
KIAA1257	3q21.3
CREB3L2	7q33
BRCC3	Xq28
GREM2	1q43
C1QTNF7	4p15.32
GRK1	13q34
PLXNA3	Xq28
PHOSPHO2-KLHL23	2q31.1
CD99P1	X;Y
OR1D5	17p13.3
STIM1	11p15.4
HYMAI	6q24.2
KIF26B	1q44
EAF2	3q13.33
LINC00665	19q13.12
PNP	14q11.2
EPHA5	4q13.1-q13.2
TMC1	9q21.13
MIR4684	1p36.12
LINC00488	3q13.13
STAG3L1	7q11.23
SNORA16B	1q32.3
NFYB	12q23.3
C1orf122	1p34.3
LOC100131096	
DNAH17	17q25.3
BANF2	20p12.1
LGALS16	19q13.2
SMG1P1	16p12.2
TTC9	14q24.2
MIR1913	6q27
ZNF618	9q32
FAM186B	12q13.12
DIP2A	21q22.3
MIR181A1	1q32.1
SRRD	22q12.1
ASNS	7q21.3
SNORD88A	19q13.33
LOC440131	13q12.3
BAP1	3p21.1
NGF	1p13.2
RB1	13q14.2
LOC100133612	1p36.32
SNORD114-6	14q32.31
LOC100132111	1q21.3
PPP1R10	6p21.33
PPP1R1A	12q13.2
ZNF282	7q36.1
PCNT	21q22.3
CHST11	12q23.3
LOC100506469	19q13.12
MED1	17q12
TFRC	3q29
SOLH	16p13.3
OR10H3	19p13.12
BCL2	18q21.33
TMEM238	19q13.42
CD38	4p15.32
TACO1	17q23.3
FABP5	8q21.13
FHIT	3p14.2
TRAT1	3q13.13
UBL4A	Xq28
ZFP14	19q13.12
MSMP	9p13.3
SNORD53	2p23.2
CAAP1	9p21.2
SGOL1	3p24.3
MIR3691	6p25.1
ERGIC2	12p11.22
KIAA0391	14q13.2
VPS11	11q23.3
SDC1	2p24.1
SLITRK5	13q31.2
CDK1	10q21.2
ZNF275	Xq28
SPRN	10q26.3
PSMB2	1p34.3
NACA2	17q23.2
NEU2	2q37.1
ACTL6A	3q26.33
KCNV2	9p24.2
UG0898H09	8q12.3
OR1B1	9q33.2
ECE1	1p36.12
C4orf34	4p14
LOC100131089	15q15.1
MLL5	7q22.3
LUC7L2	7q34
DCAF4L1	4p13
GCLC	6p12.1
MIR210HG	11p15.5
PRPF40A	2q23.3
KRCC1	2p11.2
ABCB1	7q21.12
FAM71C	12q23.1
ELF3	1q32.1
KCNA10	1p13.3
TNK1	17p13.1
FLVCR1-AS1	1q32.3
MIR510	Xq27.3
FAM50A	Xq28
SLC15A4	12q24.33
NCK1	3q22.3
OLIG3	6q23.3
KRT19P2	12q22
C15orf60	15q24.1
LOC284080	17q21.33
ATOX1	5q33.1
ANPEP	15q26.1
H2AFY	5q31.1
LINC00424	13q12.11
PUM1	1p35.2
SNORA44	1p35.3
ALG10B	12q12
STK19	6p21.33
EGR4	2p13.2
NARFL	
CEACAM1	19q13.2
HIATL2	9q22.33
ABCC5-AS1	3q27.1
GMEB2	20q13.33
CECR3	22q11.1
C9orf72	9p21.2
ITGBL1	13q33.1
FREM1	9p22.3
PEG3-AS1	19q13.43
PRSS48	4q31.3
MYLPF	16p11.2
LOC407835	7q32.1
BEST2	19p13.13
SPOPL	2q22.1
HAUS7	Xq28
GAST	17q21.2
ZBTB2	6q25.1
LRRC49	15q23
TMEM218	11q24.2
TRIB3	20p13
GPR65	14q31.3
CTHRC1	8q22.3
MRPL2	6p21.1
CXorf57	Xq22.3
HPS1	10q24.2
FGF4	11q13.3
SAMM50	22q13.31
CH25H	10q23.31
LY6G6D	6p21.33
FLJ25758	19p13.2
GCNT4	5q13.3
CTSL1P8	9q22.1
SGCB	4q12
ECHDC1	6q22.33
PRKRA	2q31.2
ZNHIT2	11q13.1
RNF6	13q12.13
STOX1	10q22.1
VENTXP1	Xp21.3
B3GALT2	1q31.2
PPP2R5A	1q32.3
TALDO1	11p15.5
ITSN2	2p23.3
LEPREL2	12p13.31
SCARNA8	9p22.1
ULBP3	6q25.1
MIR4767	Xp22.31
GK3P	4q32.3
HIST1H4I	6p22.1
OLFM4	13q14.3
HCG11	6p22.2
PDE1A	2q32.1
PCED1B-AS1	12q13.11
LOC729683	17q23.3
BCL2L15	1p13.2
IL17A	6p12.2
LOC400891	22q11.21
CRKL	22q11.21
PEBP1	12q24.23
OR12D3	6p22.1
OR5A2	11q12.1
ATP6V0E2	7q36.1
OAS2	12q24.13
COL8A2	1p34.3
HMSD	18q22.1
SCNN1A	12p13.31
TAF9	5q13.2
METTL23	17q25.1
PKD1L1	7p12.3
UGP2	2p15
OR5B12	11q12.1
ARSH	Xp22.33
LOC100505648	15q15.1
SOCS4	14q22.3
EPS8L1	19q13.42
C14orf2	14q32.33
GMPR	6p22.3
KRTAP6-3	21q22.11
RELL2	5q31.3
DLL3	19q13.2
ZNF878	19p13.2
STH	17q21.31
KRT42P	17q21.2
LOC100506035	4q21.21
NRGN	11q24.2
SLC13A3	20q13.12
LOC100507244	9q21.12
CLDN12	7q21.13
VAV1	19p13.3
DDX51	12q24.33
MX1	21q22.3
CDH22	20q13.12
ENTPD3	3p22.1
PINX1	8p23.1
ZNF391	6p22.1
FIBCD1	9q34.12
RPS21	20q13.33
LOC729041	1p33
ANKRD17	4q13.3
KRTAP5-4	11p15.5
MTRNR2L1	17p11.2
LINC00534	8q21.3
NARF	17q25.3
TRPV4	12q24.11
C2orf83	2q36.3
NDUFA11	19p13.3
SLC17A2	6p22.2
